Level,Run,TimeSeconds,CPUSeconds,MaxMemoryMB
ml_2,18,0.02171921730041504,0.0,1.9609375
ml_2,19,0.02238631248474121,0.0,1.9609375
ml_2,20,0.013413667678833008,0.0,1.953125
ml_2,21,0.02151942253112793,0.0,1.99609375
ml_2,22,0.019024372100830078,0.0,1.9375
ml_2,23,0.02157282829284668,0.0,1.9375
ml_2,24,0.022014379501342773,0.0,1.953125
ml_2,25,0.022031545639038086,0.0,1.9609375
ml_2,26,0.013024330139160156,0.0,1.9375
ml_2,27,0.021716594696044922,0.0,2.0
ml_2,28,0.01533651351928711,0.0,1.9375
ml_2,29,0.013341426849365234,0.0,1.9453125
ml_2,30,0.02183246612548828,0.0,1.95703125
ml_2,31,0.02645087242126465,0.0,1.99609375
ml_2,32,0.02178359031677246,0.0,1.94140625
ml_2,33,0.022250652313232422,0.0,1.94921875
ml_2,34,0.022609233856201172,0.0,1.9609375
ml_2,35,0.01916360855102539,0.0,1.984375
ml_2,36,0.017892837524414062,0.0,2.0
ml_2,37,0.025994300842285156,0.0,2.0
ml_2,38,0.027260541915893555,0.0,2.0
ml_2,39,0.021237850189208984,0.0,1.953125
ml_2,40,0.02196979522705078,0.0,1.9609375
ml_2,41,0.021399974822998047,0.0,1.953125
ml_2,42,0.02190423011779785,0.0,1.9609375
ml_2,43,0.024072647094726562,0.0,1.9375
ml_2,44,0.012630701065063477,0.0,1.953125
ml_2,45,0.022305727005004883,0.0,1.94921875
ml_2,46,0.012817859649658203,0.0,1.9375
ml_2,47,0.021549463272094727,0.0,1.953125
ml_2,48,0.0276033878326416,0.0,1.9609375
ml_2,49,0.022173643112182617,0.0,1.953125
ml_2,50,0.022011518478393555,0.0,1.94140625
ml_3,1,0.040543317794799805,0.0,1.94140625
ml_3,2,0.026217937469482422,0.0,1.9453125
ml_3,3,0.0358884334564209,0.0,1.9609375
ml_3,4,0.027530431747436523,0.0,1.953125
ml_3,5,0.027010202407836914,0.0,1.94140625
ml_3,6,0.037847042083740234,0.0,2.0
ml_3,7,0.04247856140136719,0.0,1.94921875
ml_3,8,0.03932595252990723,0.0,2.0
ml_3,9,0.032887935638427734,0.0,1.99609375
ml_3,10,0.027574777603149414,0.0,1.99609375
ml_3,11,0.027273178100585938,0.0,1.94921875
ml_3,12,0.035919904708862305,0.0,1.953125
ml_3,13,0.030347108840942383,0.0,1.94140625
ml_3,14,0.027568817138671875,0.0,1.9453125
ml_3,15,0.03576326370239258,0.0,1.953125
ml_3,16,0.03724813461303711,0.0,1.96875
ml_3,17,0.03701424598693848,0.0,1.9609375
ml_3,18,0.03530144691467285,0.0,1.98046875
ml_3,19,0.03777575492858887,0.0,1.953125
ml_3,20,0.03684806823730469,0.0,1.953125
ml_3,21,0.0354914665222168,0.0,1.953125
ml_3,22,0.028124094009399414,0.0,1.953125
ml_3,23,0.036302804946899414,0.0,1.9921875
ml_3,24,0.035531044006347656,0.0,1.953125
ml_3,25,0.03519797325134277,0.0,1.99609375
ml_3,26,0.04104495048522949,0.0,1.9609375
ml_3,27,0.028529882431030273,0.0,2.0
ml_3,28,0.039298295974731445,0.0,1.99609375
ml_3,29,0.03590202331542969,0.0,1.99609375
ml_3,30,0.03631091117858887,0.0,1.9375
ml_3,31,0.0269010066986084,0.0,1.94921875
ml_3,32,0.03594231605529785,0.0,1.953125
ml_3,33,0.04205894470214844,0.0,1.99609375
ml_3,34,0.03577423095703125,0.0,1.9609375
ml_3,35,0.040253400802612305,0.0,1.9609375
ml_3,36,0.03648567199707031,0.0,1.99609375
ml_3,37,0.02851724624633789,0.0,1.94140625
ml_3,38,0.0363311767578125,0.0,1.94140625
ml_3,39,0.03792595863342285,0.0,1.99609375
ml_3,40,0.027482032775878906,0.0,1.95703125
ml_3,41,0.0357363224029541,0.0,1.953125
ml_3,42,0.03851747512817383,0.0,2.0
ml_3,43,0.0374910831451416,0.0,1.99609375
ml_3,44,0.041197776794433594,0.0,1.99609375
ml_3,45,0.036478281021118164,0.0,2.0
ml_3,46,0.037653207778930664,0.0,1.99609375
ml_3,47,0.043526411056518555,0.0,1.9609375
ml_3,48,0.03922104835510254,0.0,1.953125
ml_3,49,0.04227399826049805,0.0,1.9609375
ml_3,50,0.03662872314453125,0.0,2.0
the_trial,1,0.11912751197814941,0.09375,4.8125
the_trial,2,0.1222386360168457,0.078125,4.8125
the_trial,3,0.12323355674743652,0.109375,4.8125
the_trial,4,0.12086176872253418,0.09375,4.8125
the_trial,5,0.1235647201538086,0.09375,4.80859375
the_trial,6,0.12103152275085449,0.109375,4.8125
the_trial,7,0.12517642974853516,0.109375,4.80859375
the_trial,8,0.12049984931945801,0.109375,4.8125
the_trial,9,0.1155397891998291,0.09375,4.8125
the_trial,10,0.12708091735839844,0.09375,4.8125
the_trial,11,0.12207484245300293,0.09375,4.8125
the_trial,12,0.12373089790344238,0.109375,4.8203125
the_trial,13,0.12202048301696777,0.109375,4.81640625
the_trial,14,0.1121523380279541,0.09375,4.8125
the_trial,15,0.12074971199035645,0.09375,4.8125
the_trial,16,0.12027502059936523,0.125,4.81640625
the_trial,17,0.12029671669006348,0.109375,4.80859375
the_trial,18,0.11641097068786621,0.09375,4.80859375
the_trial,19,0.12344026565551758,0.09375,4.80859375
the_trial,20,0.1214139461517334,0.09375,4.8125
the_trial,21,0.12300944328308105,0.109375,4.8125
the_trial,22,0.12119555473327637,0.109375,4.81640625
the_trial,23,0.12445068359375,0.09375,4.8125
the_trial,24,0.12467026710510254,0.09375,4.8203125
the_trial,25,0.11963963508605957,0.078125,4.8125
the_trial,26,0.11453580856323242,0.109375,4.80859375
the_trial,27,0.12216067314147949,0.09375,4.80859375
the_trial,28,0.11971688270568848,0.09375,4.8125
