Level,Run,TimeSeconds,CPUSeconds,MaxMemoryMB
explore_black_cells,1,2.549278736114502,24.4375,68.94921875
explore_black_cells,2,2.4649460315704346,24.234375,68.90234375
explore_black_cells,3,2.4696147441864014,24.265625,68.55859375
explore_black_cells,4,2.449531078338623,24.3125,68.9375
explore_black_cells,5,2.444814443588257,24.609375,68.79296875
explore_black_cells,6,2.4754860401153564,24.78125,69.4453125
explore_black_cells,7,2.490297794342041,24.515625,68.57421875
explore_black_cells,8,2.457878828048706,24.09375,68.86328125
explore_black_cells,9,2.480095386505127,24.046875,69.73046875
explore_black_cells,10,2.476519823074341,24.515625,69.05859375
explore_black_cells,11,2.4883642196655273,24.40625,69.359375
explore_black_cells,12,2.5181055068969727,24.21875,69.41015625
explore_black_cells,13,2.4727444648742676,24.421875,69.23828125
explore_black_cells,14,2.4862923622131348,24.5,69.1875
explore_black_cells,15,2.5442285537719727,24.453125,68.85546875
explore_black_cells,16,2.464657783508301,24.6875,69.2265625
explore_black_cells,17,2.4826273918151855,24.59375,68.32421875
explore_black_cells,18,2.464247703552246,24.59375,69.51171875
explore_black_cells,19,2.5132107734680176,24.359375,68.62109375
explore_black_cells,20,2.5109076499938965,24.703125,69.22265625
explore_black_cells,21,2.4529378414154053,24.265625,68.8125
explore_black_cells,22,2.4651455879211426,24.609375,69.28125
explore_black_cells,23,2.5258965492248535,24.671875,69.2421875
explore_black_cells,24,2.477248191833496,24.34375,68.9765625
explore_black_cells,25,2.4523165225982666,24.34375,69.20703125
explore_black_cells,26,2.4697394371032715,24.125,68.7890625
explore_black_cells,27,2.466181755065918,24.953125,69.19140625
explore_black_cells,28,2.5095319747924805,24.546875,68.92578125
explore_black_cells,29,2.455942392349243,24.578125,69.42578125
explore_black_cells,30,2.523529291152954,24.40625,68.7265625
explore_black_cells,31,2.4745287895202637,24.78125,69.36328125
explore_black_cells,32,2.515598773956299,24.5,68.4609375
explore_black_cells,33,2.449941873550415,24.40625,69.16796875
explore_black_cells,34,2.4553890228271484,24.3125,69.0703125
explore_black_cells,35,2.4392833709716797,24.203125,69.28125
explore_black_cells,36,2.4981110095977783,24.1875,68.625
explore_black_cells,37,2.459872245788574,24.15625,69.06640625
explore_black_cells,38,2.516223669052124,24.96875,69.09765625
explore_black_cells,39,2.4672327041625977,24.65625,69.578125
explore_black_cells,40,2.5251994132995605,24.578125,69.15625
explore_black_cells,41,2.4383325576782227,24.609375,69.20703125
explore_black_cells,42,2.4473063945770264,24.640625,69.22265625
explore_black_cells,43,2.4557876586914062,24.5625,69.73828125
explore_black_cells,44,2.524229049682617,24.203125,68.80078125
explore_black_cells,45,2.4780869483947754,24.453125,69.28125
explore_black_cells,46,2.44199538230896,24.65625,69.38671875
explore_black_cells,47,2.4815661907196045,24.484375,69.203125
explore_black_cells,48,2.4981637001037598,24.546875,69.12109375
explore_black_cells,49,2.4679160118103027,24.34375,69.1875
explore_black_cells,50,2.5281665325164795,24.71875,69.37890625
gg_1,1,0.03038191795349121,0.0,1.9453125
gg_1,2,0.020377635955810547,0.0,1.953125
gg_1,3,0.016658544540405273,0.0,1.9453125
gg_1,4,0.018876314163208008,0.0,1.9453125
gg_1,5,0.02065277099609375,0.0,1.88671875
gg_1,6,0.018605947494506836,0.0,1.9453125
gg_1,7,0.01790308952331543,0.0,1.9453125
gg_1,8,0.026407957077026367,0.0,1.93359375
gg_1,9,0.02667713165283203,0.0,1.953125
gg_1,10,0.0248415470123291,0.0,1.9921875
gg_1,11,0.02365589141845703,0.0,1.953125
gg_1,12,0.02141427993774414,0.0,1.9453125
gg_1,13,0.022055864334106445,0.0,1.9453125
gg_1,14,0.023560047149658203,0.0,1.94140625
gg_1,15,0.02097034454345703,0.0,1.953125
gg_1,16,0.019809246063232422,0.0,1.93359375
gg_1,17,0.01842355728149414,0.0,1.9453125
gg_1,18,0.01684260368347168,0.0,1.9296875
gg_1,19,0.017195701599121094,0.0,1.9453125
gg_1,20,0.023456335067749023,0.0,1.953125
gg_1,21,0.020699262619018555,0.0,1.9453125
gg_1,22,0.022963762283325195,0.0,1.953125
gg_1,23,0.022764921188354492,0.0,1.9453125
gg_1,24,0.01957869529724121,0.0,1.96875
gg_1,25,0.017423629760742188,0.0,1.9453125
gg_1,26,0.017043113708496094,0.0,1.9453125
gg_1,27,0.01955103874206543,0.0,1.953125
gg_1,28,0.0203094482421875,0.0,1.953125
gg_1,29,0.018793821334838867,0.0,1.953125
gg_1,30,0.02977275848388672,0.0,1.953125
gg_1,31,0.022884368896484375,0.0,1.953125
gg_1,32,0.027103662490844727,0.0,1.953125
gg_1,33,0.026402950286865234,0.0,1.953125
gg_1,34,0.027322053909301758,0.0,1.953125
gg_1,35,0.028072357177734375,0.0,1.984375
gg_1,36,0.025410890579223633,0.0,1.953125
gg_1,37,0.022667407989501953,0.0,1.953125
gg_1,38,0.022284507751464844,0.0,1.9453125
gg_1,39,0.0187222957611084,0.0,1.953125
gg_1,40,0.023528575897216797,0.0,1.98828125
gg_1,41,0.0242922306060791,0.0,1.953125
gg_1,42,0.020499467849731445,0.0,1.93359375
gg_1,43,0.020674943923950195,0.0,1.9921875
gg_1,44,0.01939845085144043,0.0,1.9453125
gg_1,45,0.018004655838012695,0.0,1.9453125
gg_1,46,0.0175631046295166,0.0,1.96875
gg_1,47,0.02093672752380371,0.0,1.9453125
gg_1,48,0.0178983211517334,0.0,1.953125
gg_1,49,0.03052377700805664,0.0,1.9921875
gg_1,50,0.024483919143676758,0.0,1.953125
gg_2,1,0.021905183792114258,0.0,1.953125
gg_2,2,0.019611120223999023,0.0,1.9921875
gg_2,3,0.019537687301635742,0.0,1.93359375
gg_2,4,0.017096281051635742,0.0,1.93359375
gg_2,5,0.017689228057861328,0.0,1.9453125
gg_2,6,0.01770925521850586,0.0,1.9453125
gg_2,7,0.016750335693359375,0.0,1.93359375
gg_2,8,0.020787715911865234,0.0,1.93359375
gg_2,9,0.02358412742614746,0.0,1.953125
gg_2,10,0.020540475845336914,0.0,1.9453125
gg_2,11,0.019130945205688477,0.0,1.953125
gg_2,12,0.018674135208129883,0.0,1.94140625
gg_2,13,0.016952991485595703,0.0,1.93359375
gg_2,14,0.025895118713378906,0.0,1.9453125
gg_2,15,0.02281951904296875,0.0,1.9453125
gg_2,16,0.019588947296142578,0.0,1.953125
gg_2,17,0.024677753448486328,0.0,1.97265625
gg_2,18,0.02122783660888672,0.0,1.9453125
gg_2,19,0.022161245346069336,0.0,1.9453125
